desercion_año_anterior,frecuencia_viajes,departamento,distancia_domicilio,educacion,formacion,conteo_de_empleados,ID,nivel_de_cargo,nombre_cargo,estado_civil,ingresos_mensuales,empresas_anteriores,edad>18,porcentaje_aumentosalario,horas_trabajo,nivel_de_opciones,años_de_trabajo,numero_capacitaciones,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,conciliacion_faimilar_laboral,implicacion_laboral,rendimiento,tiempo_prom_dia
No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,2115,2,Laboratory Technician,Divorced,37550,1.0,Y,19,8,0,5.0,2,3,1.0,3.0,3.0,3,3,7.7444
No,Travel_Rarely,Sales,17,4,Medical,1,2116,1,Laboratory Technician,Divorced,65820,1.0,Y,19,8,1,6.0,3,0,3.0,4.0,3.0,3,3,8.375
No,Travel_Rarely,Sales,1,1,Marketing,1,2117,2,Manufacturing Director,Single,74060,6.0,Y,14,8,2,25.0,2,0,4.0,4.0,4.0,3,3,5.7665
No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,2118,2,Healthcare Representative,Divorced,48050,3.0,Y,16,8,1,9.0,2,7,4.0,4.0,2.0,3,3,6.6848
No,Travel_Rarely,Sales,9,4,Medical,1,2119,2,Laboratory Technician,Married,27410,0.0,Y,15,8,1,2.0,3,0,3.0,3.0,2.0,3,3,5.7839
No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2120,1,Laboratory Technician,Married,42620,7.0,Y,18,8,0,26.0,2,10,2.0,2.0,3.0,3,3,6.4609
No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2121,2,Research Scientist,Divorced,161840,0.0,Y,13,8,1,10.0,2,8,4.0,3.0,3.0,4,3,10.9373
No,Travel_Rarely,Sales,2,4,Marketing,1,2122,3,Laboratory Technician,Single,115570,1.0,Y,22,8,0,1.0,0,1,2.0,4.0,3.0,3,4,10.4643
No,Travel_Rarely,Sales,2,3,Medical,1,2123,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,4.0,3.0,3.0,3,3,7.0557
Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,2124,1,Manufacturing Director,Single,109320,1.0,Y,11,8,1,1.0,3,0,3.0,4.0,3.0,3,3,8.3933
No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,2125,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,2,3.0,4.0,2.0,3,3,8.1827
Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,2126,2,Laboratory Technician,Single,43060,2.0,Y,11,8,2,26.0,3,11,1.0,2.0,3.0,3,3,9.7522
No,Non-Travel,Research & Development,27,3,Life Sciences,1,2127,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,0,4.0,2.0,3.0,4,4,8.9682
Yes,Travel_Frequently,Research & Development,20,2,Medical,1,2128,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,1.0,3.0,1.0,3,3,7.3081
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2129,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,8,4.0,2.0,3.0,1,3,6.4102
No,Travel_Rarely,Sales,13,4,Medical,1,2130,3,Sales Representative,Single,74910,0.0,Y,14,8,1,4.0,3,2,3.0,1.0,3.0,2,3,8.4797
No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,2131,2,Research Director,Divorced,105270,4.0,Y,14,8,0,31.0,3,10,4.0,2.0,2.0,3,3,10.2989
No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,2132,2,Research Scientist,Single,165950,6.0,Y,21,8,1,25.0,2,4,4.0,4.0,2.0,3,4,6.4496
No,Travel_Frequently,Sales,14,4,Medical,1,2133,3,Research Scientist,Divorced,88340,4.0,Y,13,8,1,15.0,1,10,3.0,2.0,4.0,3,3,6.2124
No,Travel_Frequently,Research & Development,2,3,Other,1,2134,1,Manager,Single,55770,0.0,Y,19,8,0,5.0,3,2,4.0,3.0,2.0,3,3,10.1695
No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,2135,2,Research Scientist,Divorced,47070,1.0,Y,17,8,0,26.0,4,13,3.0,1.0,2.0,1,3,7.1441
No,Travel_Frequently,Sales,1,3,Life Sciences,1,2136,2,Sales Executive,Married,24000,4.0,Y,18,8,1,14.0,3,8,3.0,2.0,4.0,3,3,6.9607
No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,2137,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,2,3.0,3.0,3.0,3,3,10.3347
No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2138,1,Manager,Married,64470,6.0,Y,13,8,0,18.0,3,0,2.0,2.0,3.0,3,3,9.2649
No,Travel_Rarely,Research & Development,7,2,Medical,1,2139,1,Laboratory Technician,Single,195020,3.0,Y,18,8,2,23.0,3,17,4.0,4.0,4.0,4,3,5.8948
No,Travel_Rarely,Research & Development,2,4,Medical,1,2140,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,12,3.0,2.0,3.0,2,4,10.3096
Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,2141,2,Laboratory Technician,Married,62720,1.0,Y,19,8,1,10.0,3,5,1.0,4.0,3.0,3,3,5.5054
No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,2142,2,Sales Representative,Married,21270,1.0,Y,14,8,0,2.0,3,2,4.0,4.0,3.0,3,3,9.0184
No,Travel_Frequently,Sales,21,4,Medical,1,2143,2,Research Scientist,Single,182000,0.0,Y,17,8,0,8.0,3,7,2.0,3.0,3.0,3,3,6.6509
No,Non-Travel,Research & Development,2,4,Other,1,2144,1,Research Scientist,Single,20960,7.0,Y,11,8,3,10.0,2,7,3.0,3.0,3.0,3,3,9.0017
Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,2145,1,Sales Representative,Divorced,28860,3.0,Y,13,8,0,10.0,4,7,2.0,3.0,3.0,3,3,7.8852
No,Travel_Rarely,Sales,1,4,Life Sciences,1,2146,2,Sales Representative,Single,20330,2.0,Y,15,8,1,5.0,5,2,4.0,1.0,2.0,3,3,6.1409
No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,2147,1,Research Scientist,Single,36220,1.0,Y,25,8,0,2.0,0,1,4.0,2.0,2.0,3,4,7.6295
No,Travel_Rarely,Research & Development,10,4,Other,1,2148,1,Sales Executive,Married,42330,1.0,Y,11,8,0,10.0,5,8,3.0,4.0,4.0,3,3,6.4087
No,Travel_Frequently,Research & Development,19,3,Medical,1,2149,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,3.0,2.0,3.0,3,3,5.6906
No,Travel_Rarely,Sales,29,1,Marketing,1,2150,1,Laboratory Technician,Divorced,54600,6.0,Y,13,8,2,21.0,3,2,3.0,2.0,3.0,3,3,7.9623
No,Travel_Rarely,Research & Development,27,3,Other,1,2151,2,Laboratory Technician,Divorced,21870,1.0,Y,18,8,1,2.0,1,2,1.0,3.0,3.0,1,3,5.5357
Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,2152,1,Sales Executive,Married,96020,1.0,Y,13,8,1,10.0,3,1,4.0,3.0,3.0,3,3,6.1414
Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,2153,2,Laboratory Technician,Single,28360,0.0,Y,20,8,0,6.0,3,3,3.0,1.0,3.0,2,4,7.147
No,Travel_Rarely,Sales,9,1,Marketing,1,2154,4,Research Director,Married,40890,0.0,Y,18,8,0,10.0,2,7,1.0,4.0,3.0,4,3,6.0182
No,Travel_Rarely,Sales,1,3,Marketing,1,2155,2,Sales Executive,Married,166270,3.0,Y,12,8,0,10.0,5,7,4.0,3.0,3.0,2,3,6.2531
No,Travel_Rarely,Sales,4,3,Medical,1,2156,1,Research Scientist,Single,26190,6.0,Y,12,8,1,10.0,3,7,4.0,1.0,4.0,2,3,7.4899
No,Non-Travel,Research & Development,1,3,Medical,1,2157,5,Sales Executive,Married,56790,0.0,Y,13,8,0,10.0,2,5,3.0,4.0,3.0,2,3,7.5032
No,Travel_Rarely,Research & Development,20,2,Medical,1,2158,5,Laboratory Technician,Married,154020,4.0,Y,21,8,0,25.0,3,2,4.0,1.0,3.0,2,4,9.9798
Yes,Travel_Rarely,Sales,8,1,Other,1,2159,1,Laboratory Technician,Single,59850,2.0,Y,13,8,3,9.0,1,0,4.0,2.0,3.0,2,3,9.1282
Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,2160,3,Laboratory Technician,Single,25790,9.0,Y,19,8,1,10.0,1,7,2.0,2.0,2.0,3,3,9.8169
No,Travel_Rarely,Research & Development,6,4,Medical,1,2161,1,Sales Executive,Married,30410,1.0,Y,11,8,1,9.0,2,8,2.0,1.0,3.0,2,3,9.6539
No,Travel_Rarely,Research & Development,26,1,Medical,1,2162,2,Healthcare Representative,Single,34470,0.0,Y,14,8,0,9.0,5,7,1.0,3.0,3.0,3,3,5.8801
No,Non-Travel,Research & Development,1,2,Medical,1,2163,1,Sales Executive,Divorced,195130,1.0,Y,12,8,1,10.0,1,6,4.0,3.0,2.0,2,3,9.6142
No,Non-Travel,Sales,6,3,Life Sciences,1,2164,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,9,3.0,2.0,3.0,3,3,7.6703
Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,2165,1,Sales Executive,Single,71040,1.0,Y,14,8,1,3.0,3,2,4.0,2.0,4.0,3,3,8.4021
Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,2166,1,Laboratory Technician,Married,63220,4.0,Y,11,8,1,10.0,2,2,1.0,1.0,4.0,3,3,5.7369
No,Non-Travel,Research & Development,4,3,Life Sciences,1,2167,2,Laboratory Technician,Married,20830,0.0,Y,12,8,2,21.0,3,10,3.0,3.0,2.0,2,3,9.5932
No,Travel_Rarely,Sales,11,3,Technical Degree,1,2168,2,Manufacturing Director,Married,83810,4.0,Y,15,8,1,23.0,3,11,4.0,3.0,3.0,3,3,6.1502
No,Travel_Rarely,Sales,3,2,Medical,1,2169,3,Manufacturing Director,Single,26910,6.0,Y,16,8,1,36.0,6,7,4.0,2.0,3.0,3,3,7.7385
No,Non-Travel,Research & Development,1,1,Life Sciences,1,2170,1,Laboratory Technician,Divorced,42860,9.0,Y,15,8,0,6.0,6,0,3.0,3.0,3.0,3,3,6.8366
No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,2171,2,Research Director,Divorced,26590,0.0,Y,24,8,3,10.0,2,6,4.0,4.0,2.0,3,4,7.0311
No,Travel_Rarely,Sales,4,3,Medical,1,2172,2,Sales Executive,Single,94340,1.0,Y,13,8,1,9.0,3,8,3.0,4.0,3.0,2,3,5.7819
No,Travel_Frequently,Sales,1,4,Other,1,2173,2,Healthcare Representative,Divorced,55610,0.0,Y,11,8,0,10.0,2,7,3.0,1.0,3.0,2,3,7.2582
No,Travel_Frequently,Sales,1,2,Technical Degree,1,2174,2,Manager,Single,66460,1.0,Y,13,8,1,9.0,2,1,3.0,3.0,3.0,2,3,9.4318
No,Travel_Rarely,Sales,18,2,Life Sciences,1,2175,4,Manufacturing Director,Divorced,77250,1.0,Y,13,8,1,33.0,2,10,3.0,2.0,3.0,3,3,9.2137
No,Travel_Rarely,Sales,2,4,Life Sciences,1,2176,1,Research Scientist,Divorced,107250,3.0,Y,18,8,0,11.0,5,7,2.0,1.0,3.0,2,3,6.2421
No,Travel_Rarely,Sales,4,3,Life Sciences,1,2177,2,Research Scientist,Single,88470,1.0,Y,16,8,0,10.0,3,6,3.0,1.0,4.0,4,3,7.0593
No,Travel_Rarely,Research & Development,6,2,Medical,1,2178,4,Research Scientist,Married,20450,3.0,Y,19,8,0,7.0,3,2,4.0,4.0,2.0,3,3,5.6841
Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,2179,2,Sales Executive,Married,10090,7.0,Y,13,8,2,31.0,3,9,3.0,1.0,2.0,4,3,8.0116
No,Travel_Rarely,Research & Development,14,4,Medical,1,2180,1,Research Scientist,Married,33480,3.0,Y,22,8,0,7.0,2,3,2.0,2.0,3.0,1,4,5.7979
No,Travel_Frequently,Sales,16,2,Life Sciences,1,2181,1,Research Scientist,Married,12810,2.0,Y,11,8,0,17.0,2,13,1.0,1.0,2.0,3,3,5.8178
No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,2182,2,Research Scientist,Single,28190,1.0,Y,20,8,0,11.0,2,8,4.0,4.0,3.0,2,4,7.0168
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2183,2,Laboratory Technician,Married,48510,8.0,Y,18,8,0,5.0,2,0,3.0,3.0,3.0,3,3,6.9264
No,Travel_Rarely,Research & Development,4,1,Medical,1,2184,3,Manufacturing Director,Single,40280,3.0,Y,14,8,0,29.0,3,3,4.0,2.0,2.0,3,3,6.8324
No,Non-Travel,Research & Development,1,4,Medical,1,2185,2,Sales Executive,Single,27200,1.0,Y,22,8,1,0.0,2,0,4.0,4.0,4.0,3,4,7.7149
No,Travel_Rarely,Research & Development,1,4,Other,1,2186,2,Research Director,Married,81200,0.0,Y,13,8,0,10.0,2,0,4.0,4.0,3.0,2,3,6.6325
No,Travel_Frequently,Research & Development,26,4,Medical,1,2187,1,Research Director,Single,46470,3.0,Y,17,8,0,8.0,3,0,4.0,4.0,3.0,4,3,6.9093
Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,2188,1,Human Resources,Single,46800,6.0,Y,14,8,3,24.0,0,8,1.0,3.0,2.0,4,3,8.4735
No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,2189,2,Laboratory Technician,Married,32210,4.0,Y,15,8,2,33.0,2,9,4.0,2.0,3.0,3,3,10.2135
No,Non-Travel,Sales,1,2,Life Sciences,1,2190,2,Research Scientist,Divorced,86210,1.0,Y,17,8,1,5.0,1,0,1.0,3.0,3.0,3,3,6.0974
No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2191,2,Sales Executive,Divorced,45770,5.0,Y,11,8,1,15.0,3,8,2.0,3.0,3.0,2,3,6.2191
No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2192,1,Research Scientist,Married,45530,4.0,Y,18,8,1,10.0,2,7,2.0,3.0,3.0,4,3,6.7446
Yes,Travel_Frequently,Research & Development,2,2,Medical,1,2193,2,Manufacturing Director,Single,53960,7.0,Y,17,8,1,3.0,2,0,3.0,4.0,4.0,1,3,7.4886
Yes,Travel_Frequently,Research & Development,1,2,Medical,1,2194,1,Manufacturing Director,Married,67960,0.0,Y,13,8,0,5.0,2,2,4.0,3.0,2.0,3,3,8.8542
No,Travel_Frequently,Research & Development,7,3,Medical,1,2195,2,Sales Representative,Divorced,76250,1.0,Y,15,8,0,4.0,2,3,4.0,3.0,3.0,2,3,6.1454
No,Travel_Rarely,Research & Development,10,4,Other,1,2196,2,Laboratory Technician,Single,74120,1.0,Y,24,8,0,14.0,4,11,3.0,4.0,4.0,3,4,7.6527
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2197,2,Healthcare Representative,Married,111590,1.0,Y,12,8,0,5.0,2,4,3.0,1.0,3.0,3,3,6.522
Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,2198,2,Sales Executive,Married,49600,1.0,Y,15,8,0,10.0,3,7,4.0,3.0,2.0,2,3,10.1868
No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,2199,2,Healthcare Representative,Married,104750,3.0,Y,11,8,1,8.0,3,4,1.0,4.0,4.0,3,3,9.6178
No,Travel_Frequently,Research & Development,20,3,Medical,1,2200,2,Sales Executive,Married,148140,2.0,Y,11,8,1,14.0,2,2,2.0,2.0,3.0,2,3,6.9335
No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,2201,4,Sales Executive,Divorced,191410,3.0,Y,12,8,1,12.0,2,3,4.0,4.0,2.0,3,3,10.2409
No,Travel_Rarely,Research & Development,2,2,Medical,1,2202,1,Healthcare Representative,Married,54050,7.0,Y,15,8,0,8.0,3,3,3.0,3.0,3.0,4,3,9.8483
No,Travel_Frequently,Research & Development,2,3,Medical,1,2203,1,Sales Executive,Married,87930,6.0,Y,17,8,0,8.0,2,2,2.0,4.0,4.0,3,3,7.3096
No,Travel_Rarely,Research & Development,1,4,Medical,1,2204,5,Research Director,Married,191890,0.0,Y,12,8,1,4.0,3,2,3.0,2.0,2.0,3,3,10.3124
No,Non-Travel,Research & Development,29,2,Life Sciences,1,2205,2,Sales Executive,Married,38750,3.0,Y,15,8,0,13.0,3,5,3.0,3.0,3.0,3,3,6.2503
No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,2206,1,Sales Executive,Married,22160,2.0,Y,13,8,3,6.0,2,2,1.0,3.0,2.0,2,3,6.7746
No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,2207,2,Sales Executive,Married,117130,2.0,Y,14,8,0,24.0,2,2,4.0,3.0,2.0,3,3,8.6118
No,Travel_Rarely,Research & Development,2,2,Medical,1,2208,1,Laboratory Technician,Single,78610,1.0,Y,14,8,2,20.0,1,8,1.0,3.0,1.0,3,3,9.1033
No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2209,1,Human Resources,Married,37080,1.0,Y,16,8,2,6.0,2,4,4.0,4.0,3.0,3,3,10.0664
Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,2210,1,Research Scientist,Single,137700,1.0,Y,18,8,1,8.0,3,7,4.0,3.0,3.0,4,3,9.2413
No,Travel_Rarely,Research & Development,2,2,Other,1,2211,3,Laboratory Technician,Single,53040,0.0,Y,20,8,1,5.0,2,1,1.0,4.0,3.0,3,4,5.866
No,Travel_Rarely,Sales,23,3,Marketing,1,2212,3,Research Scientist,Married,26420,0.0,Y,13,8,1,21.0,3,9,3.0,1.0,3.0,3,3,5.6373
No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,2213,1,Healthcare Representative,Married,27590,9.0,Y,18,8,1,12.0,6,4,3.0,1.0,1.0,3,3,6.2718
No,Travel_Rarely,Research & Development,20,5,Life Sciences,1,2214,2,Manager,Single,68040,4.0,Y,13,8,1,8.0,1,2,1.0,3.0,3.0,3,3,6.8083
No,Travel_Frequently,Research & Development,6,4,Medical,1,2215,2,Research Director,Single,61420,2.0,Y,15,8,1,10.0,2,2,3.0,4.0,3.0,3,3,7.2959
No,Travel_Rarely,Research & Development,1,4,Medical,1,2216,2,Sales Executive,Married,25000,4.0,Y,14,8,2,7.0,2,2,1.0,4.0,2.0,1,3,7.8353
No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,2217,1,Research Scientist,Single,63890,0.0,Y,22,8,0,8.0,2,7,3.0,1.0,3.0,2,4,6.6347
No,Travel_Rarely,Sales,9,3,Life Sciences,1,2218,1,Laboratory Technician,Single,111030,1.0,Y,12,8,0,10.0,5,9,2.0,1.0,2.0,2,3,5.6834
Yes,Travel_Frequently,Sales,6,5,Medical,1,2219,2,Healthcare Representative,Single,23420,3.0,Y,18,8,0,20.0,2,3,1.0,1.0,3.0,3,3,6.9082
Yes,Travel_Frequently,Sales,3,2,Marketing,1,2220,2,Laboratory Technician,Single,68110,0.0,Y,15,8,1,9.0,2,7,3.0,4.0,3.0,3,3,8.2671
No,Travel_Rarely,Sales,1,3,Medical,1,2221,2,Manager,Single,22970,6.0,Y,18,8,2,29.0,2,7,4.0,4.0,2.0,2,3,6.0231
No,Travel_Rarely,Sales,22,3,Life Sciences,1,2222,2,Laboratory Technician,Married,24500,3.0,Y,12,8,1,32.0,2,5,4.0,1.0,3.0,3,3,10.0176
No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2223,3,Research Scientist,Divorced,50930,2.0,Y,16,8,1,31.0,3,0,2.0,4.0,4.0,3,3,7.0734
No,Travel_Rarely,Research & Development,1,3,Medical,1,2224,2,Sales Executive,Single,53090,3.0,Y,13,8,0,15.0,5,1,1.0,2.0,3.0,3,3,9.2855
Yes,Travel_Frequently,Sales,4,3,Life Sciences,1,2225,2,Manager,Single,30570,1.0,Y,19,8,0,1.0,3,0,2.0,3.0,3.0,3,3,6.9527
No,Travel_Rarely,Sales,3,3,Life Sciences,1,2226,3,Sales Executive,Divorced,51210,7.0,Y,13,8,0,8.0,4,2,4.0,1.0,3.0,3,3,7.1008
No,Travel_Rarely,Research & Development,1,3,Medical,1,2227,1,Laboratory Technician,Single,168560,3.0,Y,12,8,1,9.0,3,0,1.0,2.0,3.0,3,3,6.9492
No,Travel_Frequently,Sales,2,1,Marketing,1,2228,5,Manager,Divorced,26860,5.0,Y,11,8,0,10.0,3,3,4.0,1.0,3.0,4,3,7.4405
Yes,Travel_Rarely,Sales,20,3,Technical Degree,1,2229,1,Research Scientist,Single,61800,1.0,Y,14,8,1,1.0,2,0,1.0,2.0,4.0,1,3,7.8736
No,Travel_Rarely,Human Resources,11,4,Medical,1,2230,4,Sales Executive,Married,66320,0.0,Y,16,8,0,6.0,3,4,2.0,1.0,4.0,3,3,7.0694
No,Travel_Rarely,Sales,1,3,Marketing,1,2231,2,Research Scientist,Single,35050,1.0,Y,12,8,2,10.0,2,8,1.0,4.0,2.0,2,3,5.7357
No,Travel_Rarely,Research & Development,24,3,Other,1,2232,3,Research Director,Married,63970,4.0,Y,14,8,1,11.0,3,2,3.0,1.0,2.0,3,3,7.0794
No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2233,2,Sales Executive,Married,62740,7.0,Y,14,8,2,17.0,0,2,1.0,4.0,2.0,3,3,7.4472
Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,2234,2,Research Scientist,Married,198590,3.0,Y,19,8,0,6.0,3,2,1.0,1.0,3.0,2,3,6.644
No,Non-Travel,Sales,8,4,Medical,1,2235,1,Healthcare Representative,Single,75870,0.0,Y,22,8,1,7.0,5,3,3.0,3.0,1.0,3,4,7.3498
No,Travel_Rarely,Research & Development,10,4,Other,1,2236,2,Sales Representative,Married,42580,2.0,Y,16,8,0,5.0,2,0,1.0,1.0,4.0,3,3,6.0762
No,Travel_Rarely,Research & Development,3,2,Medical,1,2237,2,Laboratory Technician,Married,43640,3.0,Y,11,8,1,26.0,3,6,1.0,3.0,4.0,3,3,5.9089
No,Travel_Rarely,Research & Development,5,1,Other,1,2238,1,Manufacturing Director,Married,43350,1.0,Y,15,8,1,5.0,5,3,4.0,3.0,3.0,3,3,9.6177
No,Travel_Rarely,Sales,4,3,Marketing,1,2239,1,Research Scientist,Married,53260,4.0,Y,14,8,1,7.0,2,3,4.0,4.0,2.0,3,3,7.0882
No,Travel_Rarely,Research & Development,9,2,Medical,1,2240,1,Sales Executive,Married,32800,5.0,Y,13,8,0,7.0,3,2,4.0,2.0,2.0,3,3,5.9846
No,Travel_Rarely,Research & Development,26,3,Medical,1,2241,3,Sales Executive,Married,54850,2.0,Y,17,8,2,7.0,2,3,2.0,3.0,2.0,3,3,10.0795
No,Non-Travel,Sales,3,2,Life Sciences,1,2242,1,Sales Executive,Divorced,43420,3.0,Y,11,8,1,11.0,6,7,3.0,3.0,4.0,2,3,6.033
No,Travel_Rarely,Research & Development,16,3,Medical,1,2243,2,Human Resources,Divorced,27820,1.0,Y,19,8,1,13.0,5,9,1.0,4.0,3.0,3,3,6.161
Yes,Travel_Rarely,Research & Development,18,1,Medical,1,2244,1,Manufacturing Director,Divorced,59800,4.0,Y,11,8,1,28.0,2,3,1.0,4.0,4.0,3,3,6.1745
Yes,Non-Travel,Research & Development,2,4,Medical,1,2245,2,Manufacturing Director,Single,43810,2.0,Y,15,8,2,11.0,1,0,1.0,1.0,4.0,2,3,9.1602
Yes,Travel_Frequently,Sales,2,3,Medical,1,2246,2,Sales Executive,Single,25720,1.0,Y,13,8,3,10.0,3,7,3.0,2.0,3.0,3,3,6.6307
No,Travel_Rarely,Sales,10,2,Marketing,1,2247,1,Sales Executive,Divorced,38330,2.0,Y,14,8,0,24.0,1,7,2.0,1.0,3.0,3,3,10.1288
No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,2248,3,Human Resources,Single,42440,9.0,Y,13,8,0,8.0,3,2,4.0,2.0,3.0,3,3,6.2708
Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,2249,1,Laboratory Technician,Married,65000,6.0,Y,23,8,1,7.0,5,2,2.0,4.0,1.0,3,4,10.1528
No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2250,1,Research Scientist,Married,184300,4.0,Y,12,8,1,10.0,5,2,2.0,4.0,4.0,3,3,10.0567
No,Travel_Rarely,Research & Development,24,3,Technical Degree,1,2251,2,Research Scientist,Divorced,16010,4.0,Y,12,8,0,15.0,3,2,3.0,1.0,3.0,3,3,6.8013
Yes,Travel_Rarely,Research & Development,7,4,Medical,1,2252,2,Research Scientist,Married,26940,1.0,Y,16,8,1,2.0,3,2,1.0,3.0,3.0,3,3,6.9757
No,Non-Travel,Research & Development,25,4,Other,1,2253,1,Sales Executive,Divorced,31490,2.0,Y,15,8,1,16.0,1,8,4.0,2.0,3.0,2,3,7.6645
No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,2254,1,Research Scientist,Single,176390,0.0,Y,13,8,1,6.0,0,3,4.0,1.0,3.0,3,3,6.4093
No,Non-Travel,Research & Development,5,3,Life Sciences,1,2255,1,Laboratory Technician,Single,23190,3.0,Y,18,8,0,7.0,4,3,3.0,3.0,3.0,2,3,6.1131
No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,2256,2,Manager,Single,116910,4.0,Y,20,8,0,35.0,2,8,4.0,2.0,2.0,3,4,6.3198
No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2257,3,Laboratory Technician,Married,53240,2.0,Y,19,8,0,20.0,2,2,1.0,3.0,2.0,1,3,6.5411
No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2258,3,Laboratory Technician,Divorced,167520,2.0,Y,18,8,1,8.0,3,2,3.0,3.0,4.0,3,3,5.9863
No,Travel_Rarely,Research & Development,5,1,Other,1,2259,3,Research Scientist,Single,52280,1.0,Y,13,8,0,6.0,2,3,4.0,2.0,2.0,4,3,6.4451
No,Travel_Frequently,Human Resources,10,3,Medical,1,2260,2,Sales Executive,Married,27000,0.0,Y,14,8,3,5.0,2,3,4.0,1.0,3.0,3,3,6.7592
No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,2261,1,Sales Representative,Single,192460,3.0,Y,15,8,1,15.0,5,12,4.0,1.0,3.0,3,3,6.7081
No,Travel_Rarely,Sales,1,2,Technical Degree,1,2262,1,Laboratory Technician,Married,25060,8.0,Y,22,8,0,4.0,3,2,4.0,3.0,2.0,3,4,5.6846
No,Travel_Frequently,Research & Development,8,4,Medical,1,2263,1,Sales Executive,Single,60620,1.0,Y,22,8,2,12.0,2,8,1.0,4.0,3.0,3,4,7.0523
No,Travel_Frequently,Research & Development,5,3,Life Sciences,1,2264,5,Manufacturing Director,Married,43820,7.0,Y,16,8,2,11.0,2,0,1.0,3.0,2.0,3,3,7.2038
No,Non-Travel,Research & Development,8,3,Life Sciences,1,2265,1,Manufacturing Director,Divorced,21430,1.0,Y,17,8,1,1.0,2,0,3.0,3.0,2.0,3,3,5.9249
No,Travel_Rarely,Sales,2,1,Life Sciences,1,2266,3,Research Scientist,Married,61620,0.0,Y,14,8,0,13.0,5,8,2.0,3.0,2.0,2,3,7.0852
No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,2267,2,Sales Executive,Divorced,50940,3.0,Y,15,8,0,29.0,5,7,3.0,2.0,3.0,3,3,6.3248
No,Travel_Frequently,Research & Development,2,4,Medical,1,2268,2,Sales Representative,Divorced,68770,7.0,Y,20,8,0,16.0,3,9,2.0,1.0,2.0,3,4,5.6869
